;Unnamed: 0;tconst;primaryTitle;originalTitle;startYear;endYear;runtimeMinutes;numVotes;label;genre
613;6367;tt13544716;My Hero Academia: World Heroes' Mission;;2021;0;104;1579.0;TRUE;
614;6373;tt13617604;Wớrld Cúp Héist;;2020;0;80;1156.0;FALSE;
615;6395;tt13722764;Dớwnfálls High;;\N;2021;46;1363.0;TRUE;
616;6405;tt1381413;Pete Smalls Is Dead;;2010;0;95;1241.0;FALSE;
617;6415;tt1390539;The Lost Medallion: The Adventures of Billy Stone;The Lost Medallion: The Adventures of Billy Stone;2013;0;97;1753.0;FALSE;
618;6421;tt1392197;Marmaduke;Marmaduke;2010;0;99;15166.0;FALSE;
619;6439;tt14039582;Drive My Car;Doraibu mai kâ;2021;0;179;2323.0;TRUE;
620;6441;tt1403988;The Romantics;The Romantics;2010;0;95;12083.0;FALSE;
621;6459;tt1417299;Únnáipớl Ớrúván;;2009;0;106;5624.0;TRUE;
622;6476;tt1428556;A Woman, a Gun and a Noodle Shop;San qiang pai an jing qi;2009;0;95;3177.0;FALSE;
623;6495;tt1438173;Báit;;2012;0;93;17344.0;FALSE;
624;6498;tt1438461;The Founding of a Republic;;2009;0;138;3558.0;FALSE;
625;6502;tt14418234;State of Siege: Temple Attack;State of Siege: Temple Attack;2021;0;110;8466.0;TRUE;
626;6505;tt14430410;Shukra;Shukra;\N;2021;119;1520.0;TRUE;
627;6507;tt1447793;My Girlfriend's Boyfriend;My Girlfriend's Boyfriend;2010;0;84;5809.0;FALSE;
628;6513;tt1453245;Dévil's Pláygrớúnd;;2010;0;92;4962.0;FALSE;
629;6517;tt1454545;Mớré Thán Blúé;;2009;0;105;2500.0;TRUE;
630;6527;tt1464535;Cold Prey III;Fritt vilt III;2010;0;95;4079.0;FALSE;
631;6532;tt1470023;MacGruber;;2010;0;90;44019.0;FALSE;
632;6537;tt1475400;To Hell with the Ugly;;2010;0;104;1738.0;FALSE;
633;6547;tt1483820;Aadhavan;;2009;0;159;3201.0;FALSE;
634;6567;tt1493157;Nature Calls;;2012;0;79;2340.0;FALSE;
635;6571;tt15010478;9/11: Insidé thé Présidént's Wár Rớớm;;2021;0;90;2422.0;TRUE;
636;6594;tt1515091;Sherlock Holmes: A Game of Shadows;Sherlock Holmes: A Game of Shadows;2011;0;129;437947.0;TRUE;
637;6636;tt1540005;Cloned: The Recreator Chronicles;CLONED: The Recreator Chronicles;2012;0;90;1617.0;FALSE;
638;6639;tt1541123;Astronaut: The Last Push;;2012;0;85;1721.0;FALSE;
639;6650;tt1549589;Éllés;;2011;0;99;6890.0;FALSE;
640;6655;tt1556190;Nostalgia for the Light;Nostalgia de la luz;2010;0;90;5394.0;TRUE;
641;6660;tt1560957;I Want Your Money;I Want Your Money;2010;0;92;1301.0;FALSE;
642;6675;tt1568150;Jớán Rivérs: Á Piécé ớf Wớrk;Joan Rivers: A Piece of Work;2010;0;84;3685.0;TRUE;
643;6685;tt1570619;Where? Wolf?;;\N;2010;98;4829.0;FALSE;
644;6689;tt1572311;Tees Maar Khan;;\N;2010;135;12446.0;FALSE;
645;6696;tt1579232;Freerunner;;\N;2011;87;5212.0;FALSE;
646;6702;tt1583323;Steam of Life;Miesten vuoro;2010;0;81;2509.0;TRUE;
647;6706;tt1584941;Vicky and the Treasure of the Gods;;2011;0;96;1305.0;FALSE;
648;6728;tt1601792;Áá Nálúgúrú;;2004;0;141;3062.0;TRUE;
649;6729;tt1601798;Allare Allari;Allare Allari;2007;0;\N;1233.0;FALSE;
650;6737;tt1603362;Prasthanam;Prasthanam;2010;0;153;;TRUE;
651;6743;tt1608776;Kurt Josef Wagle og legenden om Fjordheksa;;2010;0;82;1135.0;FALSE;
652;6753;tt1613092;Háppy;;2012;0;76;;TRUE;
653;6756;tt1616543;Not the Messiah: He's a Very Naughty Boy;;2010;0;92;1274.0;TRUE;
654;6760;tt1617661;Jupiter Ascending;Jupiter Ascending;2015;0;127;184723.0;FALSE;
655;6772;tt1623777;Honest Man: The Life of R. Budd Dwyer;;2010;0;76;1348.0;TRUE;
656;6778;tt1630564;Sacrifice;Sacrifice;2011;0;100;2515.0;FALSE;
657;6785;tt1640202;Çok Filim Hareketler Bunlar;;2010;0;134;4699.0;FALSE;
658;6798;tt1649444;[REC] 3: Genesis;;2012;0;80;34648.0;FALSE;
659;6803;tt1650453;I Wish;;2011;0;128;6755.0;TRUE;
660;6826;tt1663222;Dead Sea;;\N;2014;90;1834.0;FALSE;
661;6828;tt1663673;16-Love;;2012;0;88;1619.0;FALSE;
662;6871;tt1695800;Pranchiyettan and the Saint;;2010;0;140;5380.0;TRUE;
663;6881;tt1705120;Love.net;Love.net;2011;0;109;3727.0;TRUE;
664;6884;tt1705952;Tárzán;;2013;0;94;12425.0;FALSE;
665;6889;tt1708532;Ready;;2011;0;145;17831.0;FALSE;
666;6891;tt1710417;Lola Versus;Lola Versus;2012;0;87;8656.0;FALSE;
667;6897;tt1714203;Piranha 3DD;;2012;0;83;41634.0;FALSE;
668;6921;tt1727516;Livid;Livide;2011;0;92;6769.0;FALSE;
669;6925;tt1728620;Remembrance;;2011;0;105;2150.0;TRUE;
670;6939;tt1740725;Bigfoot: The Lost Coast Tapes;;2012;0;90;2569.0;FALSE;
671;6940;tt1741243;Pawn Shop Chronicles;;2013;0;112;11182.0;FALSE;
672;6976;tt1781775;Beneath the Darkness;Beneath the Darkness;2011;0;96;5991.0;FALSE;
673;7045;tt1828289;Shagird;Shagird;2011;0;143;2035.0;TRUE;
674;7058;tt1839482;Free Ride;;2013;0;86;2255.0;FALSE;
675;7063;tt1841642;Demonic;;2015;0;83;14748.0;FALSE;
676;7066;tt1843866;Captain America: The Winter Soldier;Captain America: The Winter Soldier;2014;0;136;;TRUE;
677;7072;tt1853563;Fớớ Fightérs: Báck ánd Fớrth;;2011;0;101;6145.0;TRUE;
678;7077;tt1855199;End of Watch;;2012;0;109;238280.0;TRUE;
679;7078;tt1855236;Just Like a Woman;;2012;0;87;2792.0;FALSE;
680;7081;tt1857670;Deiva Thirumagal;;2011;0;166;5461.0;TRUE;
681;7083;tt1857913;The Sorcerer and the White Snake;Bai she chuan shuo;\N;2011;100;8413.0;FALSE;
682;7094;tt1865505;Song of the Sea;Song of the Sea;2014;0;93;;TRUE;
683;7111;tt1884457;The Package;The Package;2012;0;95;4128.0;FALSE;
684;7130;tt1911662;Véhiclé 19;;2013;0;85;15096.0;FALSE;
685;7132;tt1919174;Time of My Life;;2012;0;121;1291.0;TRUE;
686;7135;tt1922612;Glee: The 3D Concert Movie;;2011;0;84;5812.0;FALSE;
687;7139;tt1925435;Frankenstein's Army;Frankenstein's Army;2013;0;84;8458.0;FALSE;
688;7148;tt1931551;The 25th Reich;;2012;0;85;;FALSE;
689;7152;tt1935065;Nớt Súitáblé fớr Childrén;;2012;0;97;5071.0;FALSE;
690;7153;tt1935089;Blind;;2016;0;98;;FALSE;
691;7167;tt1946310;Crázy Kind ớf Lớvé;Crazy Kind of Love;2013;0;100;1969.0;FALSE;
692;7172;tt1950186;Fớrd v Férrári;;2019;0;152;345194.0;TRUE;
693;7177;tt1957886;Delivery: The Beast Within;Delivery;2013;0;87;1344.0;FALSE;
694;7181;tt1964624;In thé Hớúsé;;2012;0;105;31487.0;TRUE;
695;7190;tt1979283;Nisos 2: To kynigi tou hamenou thisavrou;Nisos 2: To kynigi tou hamenou thisavrou;2011;0;109;1738.0;FALSE;
696;7195;tt1982882;True Bloodthirst;True Bloodthirst;\N;2012;90;1637.0;FALSE;
697;7200;tt1988774;Salt n' Pepper;;2011;0;118;1925.0;TRUE;
698;7209;tt1999167;Naruto Shippuden the Movie: Blood Prison;;2011;0;108;4801.0;TRUE;
699;7221;tt2011971;Mớnsiéúr Lázhár;Monsieur Lazhar;2011;0;95;19996.0;TRUE;
700;7223;tt2014319;Plan 9;;2015;0;103;;FALSE;
701;7227;tt2024544;12 Years a Slave;12 Years a Slave;2013;0;134;670939.0;TRUE;
702;7238;tt2043865;Get Married If You Can;;2014;0;107;1812.0;FALSE;
703;7240;tt2043971;Real Playing Game;Real Playing Game;2013;0;103;1055.0;FALSE;
704;7252;tt2060525;Manborg;;2011;0;70;2633.0;FALSE;
705;7259;tt2063013;The Assassins;;\N;2012;107;1986.0;FALSE;
706;7263;tt2066051;Rocketman;;2019;0;121;162193.0;TRUE;
707;7276;tt2077886;The Phantom of the Opera at the Royal Albert Hall;The Phantom of the Opera at the Royal Albert Hall;2011;0;137;8829.0;TRUE;
708;7280;tt2080374;Steve Jobs;Steve Jobs;2015;0;122;163921.0;TRUE;
709;7286;tt2082262;Ớncé Úpớn á Timé in Phúkét;;\N;2011;105;3961.0;FALSE;
710;7297;tt2091478;Air;Air;2015;0;95;12068.0;FALSE;
711;7300;tt2098627;Attack of the 50 Foot Cheerleader;;2012;0;83;1372.0;FALSE;
712;7302;tt2103254;Tammy;;2014;0;97;50489.0;FALSE;
713;7320;tt2118775;Spéciál ID;Te shu shen fen;2013;0;99;4154.0;FALSE;
714;7329;tt2125501;Éléctric Bớớgálớớ: Thé Wild, Úntớld Stớry ớf Cánnớn Films;;2014;0;106;5447.0;TRUE;
715;7330;tt2125653;The House I Live In;The House I Live In;2012;0;108;5284.0;TRUE;
716;7334;tt2126403;The Stone Roses: Made of Stone;;2013;0;97;;TRUE;
717;7337;tt2142797;Thé Kirishimá Thing;Kirishima, bukatsu yamerutteyo;2012;0;103;2189.0;TRUE;
718;7350;tt2168000;Gone with the Bullets;Yi bu zhi yao;\N;2014;140;1513.0;FALSE;
719;7362;tt2177843;We Are Legion: The Story of the Hacktivists;;2012;0;93;10213.0;TRUE;
720;7380;tt2184287;Summer in February;Summer in February;2013;0;100;4059.0;FALSE;
721;7382;tt2187115;Child's Pose;;2013;0;112;8288.0;TRUE;
722;7402;tt2205401;Addicted;Addicted;2014;0;106;10531.0;FALSE;
723;7404;tt2207484;Muck;Muck;2015;0;90;2656.0;FALSE;
724;7405;tt2208568;Montana;;\N;2014;108;1477.0;FALSE;
725;7418;tt2215366;From Beneath;From Beneath;2012;0;82;1924.0;FALSE;
726;7427;tt2226321;Dark;Dark;2015;0;93;2579.0;FALSE;
727;7438;tt2238032;Skiptrace;;2016;0;107;;FALSE;
728;7441;tt2240312;Hold Your Breath;Hold Your Breath;2012;0;87;1949.0;FALSE;
729;7446;tt2243361;High Risé Lifé - Thé Mớvié;Kvarteret Skatan reser till Laholm;2012;0;84;1063.0;FALSE;
730;7485;tt2292955;The Billionaire;;2011;0;131;1936.0;TRUE;
731;7526;tt2325539;Bagavathi;Bagavathi;2002;0;157;1389.0;FALSE;
732;7528;tt2327239;Cámérámán Gángáthớ Rámbábú;Cameraman Gangatho Rambabu;2012;0;148;2812.0;FALSE;
733;7529;tt2328549;Dark Touch;;\N;2013;90;;FALSE;
734;7539;tt2338454;Unicorn Store;;2017;0;92;18789.0;FALSE;
735;7540;tt2339741;The Woman in Black 2: Angel of Death;The Woman in Black 2: Angel of Death;2014;0;98;27637.0;FALSE;
736;7545;tt2351177;Bhooter Bhabishyat;;2012;0;123;3700.0;TRUE;
737;7554;tt2359024;Blue Ruin;Blue Ruin;2013;0;90;71384.0;TRUE;
738;7560;tt2364774;Kill or Be Killed;Kill or Be Killed;2015;0;103;1054.0;FALSE;
739;7561;tt2364841;Runner Runner;Runner Runner;2013;0;88;62406.0;FALSE;
740;7569;tt2369154;R... Rajkumar;R... Rajkumar;2013;0;146;5796.0;FALSE;
741;7582;tt2376134;Tamla Rose;Tamla Rose;2013;0;112;2175.0;TRUE;
742;7635;tt2417560;Filmistaan;Filmistaan;2012;0;117;3464.0;TRUE;
743;7644;tt2436046;Antboy;;2013;0;77;2103.0;FALSE;
744;7654;tt2450334;No Clue;;2013;0;96;1199.0;FALSE;
745;7657;tt2460426;Párk Ávénúé: Mớnéy, Pớwér ánd thé Áméricán Dréám;Park Avenue: Money, Power and the American Dream;2012;0;70;1332.0;TRUE;
746;7662;tt2466684;Heavenly Shift;Isteni müszak;\N;2013;100;2501.0;TRUE;
747;7686;tt2507280;Mr. Jones;Mr. Jones;2013;0;84;4167.0;FALSE;
748;7699;tt2536124;I Survived a Zombie Holocaust;;2014;0;104;1175.0;FALSE;
749;7703;tt2543702;By thé Gún;By the Gun;2014;0;110;2806.0;FALSE;
750;7718;tt2567712;Stárréd Úp;;\N;2013;106;45245.0;TRUE;
751;7725;tt2577990;Valentine Road;Valentine Road;2013;0;89;1728.0;TRUE;
752;7730;tt2582782;Héll ớr High Wátér;Hell or High Water;\N;2016;102;217243.0;TRUE;
753;7736;tt2597126;Bojhena Shey Bojhena;;2012;0;145;2206.0;TRUE;
754;7742;tt2610768;Celal and Ceren;;\N;2013;114;42142.0;FALSE;
755;7746;tt2620736;Jug Face;Jug Face;2013;0;81;7114.0;FALSE;
756;7763;tt2669766;Frau Ella;;2013;0;105;1448.0;FALSE;
757;7781;tt2717168;Celluloid;Celluloid;2013;0;129;1426.0;TRUE;
758;7789;tt2726560;The Longest Ride;;\N;2015;123;80330.0;TRUE;
759;7804;tt2781516;Wolfcop;WolfCop;2014;0;79;6826.0;FALSE;
760;7826;tt2846134;Gunde Jaari Gallanthayyinde;;2013;0;150;1591.0;TRUE;
761;7835;tt2865822;All the World in a Design School;;2015;0;59;1297.0;TRUE;
762;7840;tt2876428;Good Day, Ramon;Guten Tag, Ramón;2013;0;120;2864.0;TRUE;
763;7848;tt2893490;Manglehorn;Manglehorn;2014;0;97;7530.0;FALSE;
764;7854;tt2905082;Alex & The List;;2017;0;112;1227.0;FALSE;
765;7861;tt2918606;The Hollow Point;The Hollow Point;\N;2016;97;5655.0;FALSE;
766;7864;tt2923316;American Heist;;2014;0;94;16794.0;FALSE;
767;7892;tt2976182;Roy;Roy;2015;0;146;;FALSE;
768;7893;tt2978426;Sex, Love & Therapy;;2014;0;88;2126.0;FALSE;
769;7907;tt3013528;The Harry Hill Movie;;2013;0;88;;FALSE;
770;7914;tt3033080;Extinction;Extinction;2014;0;103;;FALSE;
771;7923;tt3040964;The Jungle Book;The Jungle Book;2016;0;106;;TRUE;
772;7931;tt3059656;No One's Child;;2014;0;95;1570.0;TRUE;
773;7935;tt3063470;Nintendo Quest;Nintendo Quest;2015;0;91;1007.0;FALSE;
774;7942;tt3089630;Artemis Fowl;;2020;0;95;26439.0;FALSE;
775;7962;tt3124456;Memories;;2013;0;132;6860.0;TRUE;
776;7983;tt3155604;The Geographer Drank His Globe Away;;2013;0;120;5074.0;TRUE;
777;7986;tt3168808;A Murder in the Park;A Murder in the Park;2014;0;91;1197.0;TRUE;
778;7987;tt3169706;Pride;Pride;2014;0;119;54765.0;TRUE;
779;8009;tt3212232;I Am Wrath;;2016;0;92;14473.0;FALSE;
780;8024;tt3249124;Hitchhiker Massacre;;2017;0;82;1587.0;FALSE;
781;8026;tt3254796;Big Stone Gap;;2014;0;103;2961.0;FALSE;
782;8037;tt3272570;All Things Must Pass;All Things Must Pass: The Rise and Fall of Tower Records;2015;0;94;3160.0;TRUE;
783;8056;tt3313066;Coriolanus;National Theatre Live: Coriolanus;2014;0;192;2036.0;TRUE;
784;8068;tt3335048;Silent Heart;;\N;2014;97;1754.0;TRUE;
785;8079;tt3380264;Kill Dil;;2014;0;127;4043.0;FALSE;
786;8080;tt3382148;Yaariyan;;2014;0;145;3298.0;FALSE;
787;8110;tt3439114;Disaster L.A.;Apocalypse L.A.;2014;0;82;1554.0;FALSE;
788;8120;tt3462710;Unforgettable;Unforgettable;2017;0;100;15087.0;FALSE;
789;8123;tt3474602;Little Forest: Winter/Spring;Little Forest: Winter/Spring;2015;0;120;2190.0;TRUE;
790;8124;tt3474788;The Gift;An Bronntanas;2014;0;113;1114.0;TRUE;
791;8126;tt3477554;Thé Snớw Qúéén 2;;2014;0;81;2324.0;FALSE;
792;8127;tt3478232;Mythica: The Darkspore;;\N;2015;107;5660.0;FALSE;
793;8143;tt3498820;Captain America: Civil War;;2016;0;147;721536.0;TRUE;
794;8145;tt3499424;Hercules Reborn;;2014;0;95;;FALSE;
795;8151;tt3505712;Time Out of Mind;Time Out of Mind;2014;0;120;4168.0;FALSE;
796;8187;tt3560148;Fear, Inc.;;2016;0;90;4980.0;FALSE;
797;8201;tt3576084;Zero Motivation;;2014;0;97;4259.0;TRUE;
798;8207;tt3592030;Mystery: Born to Rock;;2014;0;85;1656.0;FALSE;
799;8213;tt3608646;Mythica: The Necromancer;Mythica: The Necromancer;2015;0;93;2906.0;FALSE;
800;8216;tt3612126;The Grudge;The Grudge;2020;0;94;23677.0;FALSE;
801;8217;tt3618822;The Big Fat Stone;The Big Fat Stone;2014;0;111;8526.0;FALSE;
802;8219;tt3620418;Bớy 7;Boy 7;2015;0;90;2280.0;FALSE;
803;8224;tt3626742;Ớchớ ápéllidớs cátálánés;Ocho apellidos catalanes;2015;0;99;7071.0;FALSE;
804;8229;tt3646944;Attack on Titan: Crimson Bow and Arrow;;2014;0;119;1949.0;TRUE;
805;8233;tt3662066;One More Time;One More Time;\N;2015;98;2820.0;FALSE;
806;8244;tt3681440;Yáámirúkká Báyáméy;;2014;0;125;1001.0;TRUE;
807;8257;tt3700454;Áll Inclúsivé;;2014;0;90;1051.0;FALSE;
808;8273;tt3727690;Zero Tolerance;;2015;0;89;;FALSE;
809;8280;tt3734580;Ghoomketu;;\N;2020;108;4691.0;FALSE;
810;8287;tt3745906;The Hive;;2014;0;93;2044.0;FALSE;
811;8289;tt3746920;Hayat Sana Güzel;Hayat Sana Güzel;2014;0;\N;1074.0;FALSE;
812;8308;tt3808342;Son of Saul;Saul fia;2015;0;107;47495.0;TRUE;
813;8318;tt3819668;"Drágớn Báll Z: Résúrréctiớn ""F""";Dragon Ball Z: Doragon bôru Z - Fukkatsu no 'F';2015;0;93;21658.0;TRUE;
814;8325;tt3829266;The Predator;The Predator;2018;0;107;124122.0;FALSE;
815;8336;tt3856408;Making Waves: The Art of Cinematic Sound;;2019;0;94;1622.0;TRUE;
816;8340;tt3863552;Bájrángi Bháijáán;Bajrangi Bhaijaan;2015;0;163;82341.0;TRUE;
817;8343;tt3881026;Rendel: Dark Vengeance;;2017;0;105;2059.0;FALSE;
818;8357;tt3904272;Bizarre;Bizarre;2015;0;98;1112.0;FALSE;
819;8374;tt3963816;Marauders;Marauders;\N;2016;107;21672.0;FALSE;
820;8377;tt3970482;Roger Waters: The Wall;;2014;0;132;4968.0;TRUE;
821;8386;tt3993732;III: The Ritual;III;2015;0;80;1780.0;FALSE;
822;8390;tt4008566;La influencia;La influencia;2019;0;99;3526.0;FALSE;
823;8392;tt4008758;Black;Black;2015;0;95;4152.0;TRUE;
824;8409;tt4054654;Dog Eat Dog;;2016;0;93;8562.0;FALSE;
825;8413;tt4060866;Code of Honor;;2016;0;106;2515.0;FALSE;
826;8416;tt4062524;Sábit Káncá 2;;2014;0;94;1173.0;FALSE;
827;8425;tt4075322;Savva. Serdtse voina;Savva. Serdtse voina;2015;0;85;1013.0;FALSE;
828;8434;tt4085696;Billy Élliớt;Billy Elliot: The Musical Live;2014;0;169;1658.0;TRUE;
829;8441;tt4110972;Véllimớớngá;;2014;0;129;2087.0;TRUE;
830;8444;tt4123650;Alterscape;;2018;0;90;1772.0;FALSE;
831;8445;tt4125300;The Murder Case of Hana & Alice;Hana to Arisu satsujin jiken;2015;0;100;1825.0;TRUE;
832;8447;tt4126394;Darling;;2015;0;78;3016.0;FALSE;
833;8450;tt4129870;White Girl;White Girl;2016;0;88;10484.0;FALSE;
834;8480;tt4189494;Ordinary World;Ordinary World;2016;0;86;3013.0;FALSE;
835;8481;tt4190530;Anthropoid;;2016;0;120;;TRUE;
836;8484;tt4192740;Limonata;Limonata;2015;0;110;13390.0;TRUE;
837;8485;tt4193072;Hớw tớ Búild á Girl;How to Build a Girl;2019;0;102;3846.0;FALSE;
838;8501;tt4255110;Contracted: Phase II;;2015;0;78;4643.0;FALSE;
839;8503;tt4255626;I Kissed a Girl;;\N;2015;98;;FALSE;
840;8504;tt4258292;Yennai Arindhaal;;2015;0;168;9045.0;TRUE;
841;8513;tt4284010;What Happened, Miss Simone?;What Happened, Miss Simone?;2015;0;101;13425.0;TRUE;
842;8522;tt4303202;Áméricán Wréstlér: Thé Wizárd;;2016;0;117;2314.0;TRUE;
843;8530;tt4323504;Jazbaa;Jazbaa;2015;0;119;3461.0;FALSE;
844;8550;tt4365566;Ghost House;Ghost House;2017;0;100;4313.0;FALSE;
845;8565;tt4419196;Mathilde;;2017;0;130;2142.0;FALSE;
846;8575;tt4433646;Terra Formars;;2016;0;108;2758.0;FALSE;
847;8582;tt4444798;Desolation;;2016;0;90;2183.0;FALSE;
848;8614;tt4536768;The Osiris Child;;2016;0;99;8170.0;FALSE;
849;8617;tt4555426;Darkest Hour;;\N;2017;125;188692.0;TRUE;
850;8638;tt4616250;The Perfect Weapon;The Perfect Weapon;2016;0;87;1930.0;FALSE;
851;8640;tt4621872;Like Crazy;;\N;2016;116;9298.0;TRUE;
852;8647;tt4642192;The Keeper;Trautmann;2018;0;120;4759.0;TRUE;
853;8660;tt4685428;1 Buck;;2017;0;90;;FALSE;
854;8685;tt4741708;Á Kid;;2016;0;98;1584.0;TRUE;
855;8748;tt4920274;Régúlár Shớw: Thé Mớvié;Regular Show: The Movie;2015;0;69;3979.0;TRUE;
856;8756;tt4940336;Risen;;2021;0;109;1703.0;FALSE;
857;8757;tt4943218;The Worthy;;2016;0;99;1893.0;FALSE;
858;8759;tt4949290;Cartels;Cartels;2017;0;95;1773.0;FALSE;
859;8769;tt4979082;Jai Gangaajal;;2016;0;149;2509.0;FALSE;
860;8786;tt5037912;Maya;Maya;2015;0;141;1559.0;TRUE;
861;8791;tt5050200;Beyond Valkyrie: Dawn of the 4th Reich;;2016;0;100;1088.0;FALSE;
862;8796;tt5061360;Promise at Dawn;;2017;0;131;2834.0;TRUE;
863;8805;tt5084198;Kizumonogatari Part 3: Reiketsu;Kizumonogatari III: Reiketsu-hen;2017;0;83;2334.0;TRUE;
864;8820;tt5116410;Tower;;2016;0;82;7772.0;TRUE;
865;8824;tt5125414;Amazon Obhijaan;;\N;2017;140;1289.0;FALSE;
866;8829;tt5129818;Under the Sun;;2015;0;106;4556.0;TRUE;
867;8835;tt5159414;Escape Room;;2017;0;81;11703.0;FALSE;
868;8845;tt5173166;Vier gegen die Bank;;2016;0;96;2985.0;FALSE;
869;8871;tt5254868;Thé Thinning;The Thinning;2016;0;81;9559.0;FALSE;
870;8879;tt5267472;Step Sisters;;2018;0;108;;FALSE;
871;8885;tt5275892;O.J.: Made in America;;2016;0;467;18947.0;TRUE;
872;8886;tt5277030;Crazy About You;;2019;0;101;1831.0;FALSE;
873;8888;tt5278466;Jim: The James Foley Story;Jim: The James Foley Story;2016;0;111;1547.0;TRUE;
874;8893;tt5289520;6.9 on the Richter Scale;6.9 pe scara Richter;2016;0;117;1232.0;TRUE;
875;8894;tt5290620;Kyaa Kool Hain Hum 3;;2016;0;124;4294.0;FALSE;
876;8896;tt5294198;Catfight;;2016;0;95;6024.0;FALSE;
877;8911;tt5344054;Áméricán Night;;2021;0;123;2506.0;FALSE;
878;8917;tt5376232;Jacob's Kingdom of Heaven;Jacobinte Swargarajyam;\N;2016;145;2474.0;TRUE;
879;8924;tt5431016;Os Dez Mandamentos - O Filme;Os Dez Mandamentos: O Filme;\N;2016;120;1131.0;FALSE;
880;8928;tt5445074;Pass Thru;;2016;0;90;1706.0;FALSE;
881;8934;tt5458566;Small Town Killers;Dræberne fra Nibe;2017;0;90;2416.0;FALSE;
882;8935;tt5460276;Kaabil;Kaabil;2017;0;139;25907.0;TRUE;
883;8967;tt5532370;Two Pigeons;Two Pigeons;2017;0;80;1130.0;FALSE;
884;8973;tt5542802;Raabta;;2017;0;147;7489.0;FALSE;
885;8975;tt5548032;Oppam;Oppam;2016;0;143;3734.0;TRUE;
886;8981;tt5565670;Ardaas;Ardaas;2016;0;135;1458.0;TRUE;
887;8990;tt5588850;Chris Brown: Welcome To My Life;;2017;0;80;1067.0;FALSE;
888;9001;tt5608972;Bir Bábá Hindú;;2016;0;112;2454.0;FALSE;
889;9008;tt5638474;Wajah Tum Ho;Wajah Tum Ho;2016;0;136;1215.0;FALSE;
890;9010;tt5639388;Rááz Rébớớt;;2016;0;128;1902.0;FALSE;
891;9015;tt5657856;Brawl in Cell Block 99;Brawl in Cell Block 99;2017;0;132;63428.0;TRUE;
892;9018;tt5662932;Psycho Raman;;2016;0;133;14170.0;TRUE;
893;9034;tt5691024;Show Dogs;Show Dogs;2018;0;92;4559.0;FALSE;
894;9041;tt5704704;Áméricán Éxớrcism;;2017;0;92;1836.0;FALSE;
895;9052;tt5723056;Capital in the Twenty-First Century;Capital in the Twenty-First Century;2019;0;103;2528.0;TRUE;
896;9094;tt5831402;The Feels;The Feels;2017;0;90;2030.0;FALSE;
897;9103;tt5848714;American Violence;;2017;0;107;1782.0;FALSE;
898;9109;tt5862166;The Poison Rose;;2019;0;98;8158.0;FALSE;
899;9111;tt5867800;Aruvi;Aruvi;2016;0;130;;TRUE;
900;9126;tt5913184;Spitfire;Spitfire;2018;0;99;1054.0;TRUE;
901;9136;tt5946128;Dear Zindagi;;2016;0;151;38377.0;TRUE;
902;9147;tt5982852;Jolly LLB 2;Jolly LLB 2;2017;0;137;;TRUE;
903;9150;tt5988370;Réis;Reis;\N;2017;108;73182.0;FALSE;
904;9167;tt6053438;First Reformed;First Reformed;2017;0;113;53051.0;TRUE;
905;9199;tt6138688;Ớncé Úpớn Á Timé;Once Upon a Time;2017;0;109;1352.0;FALSE;
906;9202;tt6143782;Hex;;2018;0;85;1972.0;FALSE;
907;9205;tt6149936;The Lullaby;Siembamba;\N;2017;86;2075.0;FALSE;
908;9210;tt6169694;I Think We're Alone Now;;2018;0;99;9041.0;FALSE;
909;9221;tt6206564;Trapped;Trapped;2016;0;105;11896.0;TRUE;
910;9233;tt6258486;Ekkadiki Pothavu Chinnavada;;2016;0;140;1387.0;TRUE;
911;9248;tt6294822;The Post;The Post;2017;0;116;145094.0;TRUE;
912;9249;tt6294892;Awakening the Zodiac;;2017;0;100;2048.0;FALSE;
913;9250;tt6295898;The Tag-Along 2;;2017;0;113;1083.0;FALSE;
914;9257;tt6333056;City of Ghosts;;2017;0;92;3790.0;TRUE;
915;9260;tt6335734;The Night Is Short, Walk on Girl;;2017;0;92;4606.0;TRUE;
916;9270;tt6359956;A Bad Moms Christmas;A Bad Moms Christmas;2017;0;104;48152.0;FALSE;
917;9273;tt6363436;1971: Beyond Borders;1971: Beyond Borders;2017;0;135;2860.0;FALSE;
918;9277;tt6391282;Paradise Z;;2020;0;80;1163.0;FALSE;
919;9278;tt6395306;Union Leader;;2017;0;106;1620.0;TRUE;
920;9279;tt6401004;Dead Shack;;2017;0;85;2510.0;FALSE;
921;9283;tt6423362;The Sun Is also a Star;The Sun Is Also a Star;2019;0;100;7019.0;FALSE;
922;9305;tt6510332;McQueen;McQueen;2018;0;111;7881.0;TRUE;
923;9319;tt6548966;Fairy Tail: Dragon Cry;;2017;0;85;2017.0;TRUE;
924;9331;tt6609088;Pappa pia;Pappa pia;2017;0;105;10557.0;FALSE;
925;9344;tt6649794;Súndáy Hớlidáy;Sunday Holiday;2017;0;135;;TRUE;
926;9349;tt6673612;Dolittle;Dolittle;2020;0;101;56925.0;FALSE;
927;9356;tt6720298;Muskurahatein;;2017;0;132;1105.0;TRUE;
928;9368;tt6752992;Happy as Lazzaro;;2018;0;128;17159.0;TRUE;
929;9384;tt6827430;Nináithén Vándhái;Ninaithen Vandhai;1998;0;150;1052.0;TRUE;
930;9387;tt6836936;Saaho;Saaho;2019;0;170;17606.0;FALSE;
931;9400;tt6864864;Bobby Robson: More Than a Manager;;2018;0;104;2978.0;TRUE;
